method,alpha,N,trial,time_ms,comparisons
Brown and Tarjan's,512,8192,18,0.0116,224
Brown and Tarjan's,512,8192,19,0.013,229
Brown and Tarjan's,512,8192,20,0.0195,232
Brown and Tarjan's,512,16384,1,0.0276,491
Brown and Tarjan's,512,16384,2,0.0277,496
Brown and Tarjan's,512,16384,3,0.0273,509
Brown and Tarjan's,512,16384,4,0.0242,504
Brown and Tarjan's,512,16384,5,0.0272,485
Brown and Tarjan's,512,16384,6,0.023,492
Brown and Tarjan's,512,16384,7,0.029,497
Brown and Tarjan's,512,16384,8,0.0271,498
Brown and Tarjan's,512,16384,9,0.0248,489
Brown and Tarjan's,512,16384,10,0.0284,484
Brown and Tarjan's,512,16384,11,0.0224,495
Brown and Tarjan's,512,16384,12,0.0228,484
Brown and Tarjan's,512,16384,13,0.0835,483
Brown and Tarjan's,512,16384,14,0.0238,496
Brown and Tarjan's,512,16384,15,0.0314,486
Brown and Tarjan's,512,16384,16,0.0215,497
Brown and Tarjan's,512,16384,17,0.023,498
Brown and Tarjan's,512,16384,18,0.0306,493
Brown and Tarjan's,512,16384,19,0.0266,508
Brown and Tarjan's,512,16384,20,0.0241,497
Brown and Tarjan's,512,32768,1,0.0443,1001
Brown and Tarjan's,512,32768,2,0.0487,993
Brown and Tarjan's,512,32768,3,0.0662,979
Brown and Tarjan's,512,32768,4,0.0797,971
Brown and Tarjan's,512,32768,5,0.0431,982
Brown and Tarjan's,512,32768,6,0.0466,978
Brown and Tarjan's,512,32768,7,0.0639,1022
Brown and Tarjan's,512,32768,8,0.0462,971
Brown and Tarjan's,512,32768,9,0.0513,995
Brown and Tarjan's,512,32768,10,0.0481,988
Brown and Tarjan's,512,32768,11,0.0512,995
Brown and Tarjan's,512,32768,12,0.0614,1005
Brown and Tarjan's,512,32768,13,0.0567,996
Brown and Tarjan's,512,32768,14,0.0552,985
Brown and Tarjan's,512,32768,15,0.0554,995
Brown and Tarjan's,512,32768,16,0.0536,996
Brown and Tarjan's,512,32768,17,0.0634,969
Brown and Tarjan's,512,32768,18,0.0512,986
Brown and Tarjan's,512,32768,19,0.0523,993
Brown and Tarjan's,512,32768,20,0.0494,997
Brown and Tarjan's,512,65536,1,0.1094,1945
Brown and Tarjan's,512,65536,2,0.1201,2044
Brown and Tarjan's,512,65536,3,0.0929,2037
Brown and Tarjan's,512,65536,4,0.0904,1991
Brown and Tarjan's,512,65536,5,0.1054,1980
Brown and Tarjan's,512,65536,6,0.12,2002
Brown and Tarjan's,512,65536,7,0.1788,1974
Brown and Tarjan's,512,65536,8,0.1709,1983
Brown and Tarjan's,512,65536,9,0.1513,1993
Brown and Tarjan's,512,65536,10,0.1426,1975
Brown and Tarjan's,512,65536,11,0.1281,2011
Brown and Tarjan's,512,65536,12,0.1946,1963
Brown and Tarjan's,512,65536,13,0.1211,2006
Brown and Tarjan's,512,65536,14,0.1629,1965
Brown and Tarjan's,512,65536,15,0.138,2037
Brown and Tarjan's,512,65536,16,0.2499,1995
Brown and Tarjan's,512,65536,17,0.1939,1963
Brown and Tarjan's,512,65536,18,0.1452,1965
Brown and Tarjan's,512,65536,19,0.2295,1988
Brown and Tarjan's,512,65536,20,0.1724,1999
Brown and Tarjan's,512,131072,1,0.3875,3923
Brown and Tarjan's,512,131072,2,0.5655,3985
Brown and Tarjan's,512,131072,3,0.2716,4014
Brown and Tarjan's,512,131072,4,0.2003,4012
Brown and Tarjan's,512,131072,5,0.2716,3944
Brown and Tarjan's,512,131072,6,0.2601,3978
Brown and Tarjan's,512,131072,7,0.2694,4011
Brown and Tarjan's,512,131072,8,0.1849,4037
Brown and Tarjan's,512,131072,9,0.259,3904
Brown and Tarjan's,512,131072,10,0.2663,3929
Brown and Tarjan's,512,131072,11,0.3017,3964
Brown and Tarjan's,512,131072,12,0.2721,4058
Brown and Tarjan's,512,131072,13,0.2403,3968
Brown and Tarjan's,512,131072,14,0.2639,4002
Brown and Tarjan's,512,131072,15,0.2737,3977
Brown and Tarjan's,512,131072,16,0.25,4001
Brown and Tarjan's,512,131072,17,0.2592,4051
Brown and Tarjan's,512,131072,18,0.2513,3994
Brown and Tarjan's,512,131072,19,0.2674,4003
Brown and Tarjan's,512,131072,20,0.2925,4031
Brown and Tarjan's,512,262144,1,0.699,8067
Brown and Tarjan's,512,262144,2,0.6332,7884
Brown and Tarjan's,512,262144,3,0.6958,8021
Brown and Tarjan's,512,262144,4,0.6484,8025
Brown and Tarjan's,512,262144,5,0.6381,7969
Brown and Tarjan's,512,262144,6,0.7066,8050
Brown and Tarjan's,512,262144,7,0.5818,7997
Brown and Tarjan's,512,262144,8,0.6263,7890
Brown and Tarjan's,512,262144,9,0.6808,7959
Brown and Tarjan's,512,262144,10,0.7811,7956
Brown and Tarjan's,512,262144,11,0.7518,8070
Brown and Tarjan's,512,262144,12,0.643,7903
Brown and Tarjan's,512,262144,13,0.8306,8002
Brown and Tarjan's,512,262144,14,0.6445,7970
Brown and Tarjan's,512,262144,15,0.6844,8054
Brown and Tarjan's,512,262144,16,0.6786,7928
Brown and Tarjan's,512,262144,17,0.7302,8088
Brown and Tarjan's,512,262144,18,0.6768,8048
Brown and Tarjan's,512,262144,19,0.6824,7901
Brown and Tarjan's,512,262144,20,1.2192,8052
Brown and Tarjan's,512,524288,1,1.5149,15988
Brown and Tarjan's,512,524288,2,1.3913,16007
Brown and Tarjan's,512,524288,3,1.4218,16027
Brown and Tarjan's,512,524288,4,1.4079,16051
Brown and Tarjan's,512,524288,5,1.6759,16096
Brown and Tarjan's,512,524288,6,1.6517,16002
Brown and Tarjan's,512,524288,7,1.5382,16023
Brown and Tarjan's,512,524288,8,1.7082,15998
Brown and Tarjan's,512,524288,9,1.4951,16110
Brown and Tarjan's,512,524288,10,1.5812,15909
Brown and Tarjan's,512,524288,11,1.5346,15972
Brown and Tarjan's,512,524288,12,1.5459,15968
Brown and Tarjan's,512,524288,13,1.7403,16162
Brown and Tarjan's,512,524288,14,1.5327,15941
Brown and Tarjan's,512,524288,15,1.3861,15969
Brown and Tarjan's,512,524288,16,1.4931,15990
Brown and Tarjan's,512,524288,17,1.5021,16127
Brown and Tarjan's,512,524288,18,1.7291,16016
Brown and Tarjan's,512,524288,19,1.5175,15999
Brown and Tarjan's,512,524288,20,1.7439,16006
Brown and Tarjan's,512,1048576,1,3.092,32160
Brown and Tarjan's,512,1048576,2,3.3693,32049
Brown and Tarjan's,512,1048576,3,3.2965,31936
Brown and Tarjan's,512,1048576,4,3.2492,31960
Brown and Tarjan's,512,1048576,5,3.1942,31900
Brown and Tarjan's,512,1048576,6,3.3351,32023
Brown and Tarjan's,512,1048576,7,3.4158,31987
Brown and Tarjan's,512,1048576,8,3.1064,32022
Brown and Tarjan's,512,1048576,9,3.465,31945
Brown and Tarjan's,512,1048576,10,3.2459,31882
Brown and Tarjan's,512,1048576,11,3.1074,32096
Brown and Tarjan's,512,1048576,12,3.5118,32022
Brown and Tarjan's,512,1048576,13,2.8622,32246
Brown and Tarjan's,512,1048576,14,3.1142,31908
Brown and Tarjan's,512,1048576,15,3.1074,32064
Brown and Tarjan's,512,1048576,16,2.9853,31955
Brown and Tarjan's,512,1048576,17,3.0376,32196
Brown and Tarjan's,512,1048576,18,3.8053,32053
Brown and Tarjan's,512,1048576,19,2.9301,32174
Brown and Tarjan's,512,1048576,20,3.0272,32250
Brown and Tarjan's,4096,4096,1,0.0041,12
Brown and Tarjan's,4096,4096,2,0.0021,12
Brown and Tarjan's,4096,4096,3,0.0021,12
Brown and Tarjan's,4096,4096,4,0.0019,12
Brown and Tarjan's,4096,4096,5,0.0021,12
Brown and Tarjan's,4096,4096,6,0.002,12
Brown and Tarjan's,4096,4096,7,0.0023,12
Brown and Tarjan's,4096,4096,8,0.0017,12
Brown and Tarjan's,4096,4096,9,0.0025,12
Brown and Tarjan's,4096,4096,10,0.0026,12
Brown and Tarjan's,4096,4096,11,0.0022,12
Brown and Tarjan's,4096,4096,12,0.0019,12
Brown and Tarjan's,4096,4096,13,0.0018,12
Brown and Tarjan's,4096,4096,14,0.0021,12
Brown and Tarjan's,4096,4096,15,0.0018,12
Brown and Tarjan's,4096,4096,16,0.0018,12
Brown and Tarjan's,4096,4096,17,0.0018,12
Brown and Tarjan's,4096,4096,18,0.0021,12
Brown and Tarjan's,4096,4096,19,0.0022,12
Brown and Tarjan's,4096,4096,20,0.0052,12
Brown and Tarjan's,4096,8192,1,0.0055,32
Brown and Tarjan's,4096,8192,2,0.0038,32
Brown and Tarjan's,4096,8192,3,0.0033,32
Brown and Tarjan's,4096,8192,4,0.0035,32
Brown and Tarjan's,4096,8192,5,0.0033,32
Brown and Tarjan's,4096,8192,6,0.0047,34
Brown and Tarjan's,4096,8192,7,0.0038,29
Brown and Tarjan's,4096,8192,8,0.0047,34
Brown and Tarjan's,4096,8192,9,0.0031,27
Brown and Tarjan's,4096,8192,10,0.0037,28
Brown and Tarjan's,4096,8192,11,0.0034,28
Brown and Tarjan's,4096,8192,12,0.0034,31
Brown and Tarjan's,4096,8192,13,0.0046,32
Brown and Tarjan's,4096,8192,14,0.0064,32
Brown and Tarjan's,4096,8192,15,0.0057,30
Brown and Tarjan's,4096,8192,16,0.0042,30
Brown and Tarjan's,4096,8192,17,0.0038,32
Brown and Tarjan's,4096,8192,18,0.0039,30
Brown and Tarjan's,4096,8192,19,0.0075,31
Brown and Tarjan's,4096,8192,20,0.0042,32
Brown and Tarjan's,4096,16384,1,0.0075,59
Brown and Tarjan's,4096,16384,2,0.0105,70
Brown and Tarjan's,4096,16384,3,0.0078,69
Brown and Tarjan's,4096,16384,4,0.0058,76
Brown and Tarjan's,4096,16384,5,0.0063,75
Brown and Tarjan's,4096,16384,6,0.006,75
Brown and Tarjan's,4096,16384,7,0.0053,68
Brown and Tarjan's,4096,16384,8,0.0078,72
Brown and Tarjan's,4096,16384,9,0.0074,67
Brown and Tarjan's,4096,16384,10,0.0074,73
Brown and Tarjan's,4096,16384,11,0.0065,73
Brown and Tarjan's,4096,16384,12,0.0084,75
Brown and Tarjan's,4096,16384,13,0.008,68
Brown and Tarjan's,4096,16384,14,0.0083,70
Brown and Tarjan's,4096,16384,15,0.0123,67
Brown and Tarjan's,4096,16384,16,0.0082,68
Brown and Tarjan's,4096,16384,17,0.0067,71
Brown and Tarjan's,4096,16384,18,0.0068,70
Brown and Tarjan's,4096,16384,19,0.0058,66
Brown and Tarjan's,4096,16384,20,0.0074,77
Brown and Tarjan's,4096,32768,1,0.013,151
Brown and Tarjan's,4096,32768,2,0.01,144
Brown and Tarjan's,4096,32768,3,0.0111,158
Brown and Tarjan's,4096,32768,4,0.0136,145
Brown and Tarjan's,4096,32768,5,0.012,144
Brown and Tarjan's,4096,32768,6,0.0102,150
Brown and Tarjan's,4096,32768,7,0.0107,158
Brown and Tarjan's,4096,32768,8,0.0234,152
Brown and Tarjan's,4096,32768,9,0.0144,151
Brown and Tarjan's,4096,32768,10,0.0109,163
Brown and Tarjan's,4096,32768,11,0.0183,154
Brown and Tarjan's,4096,32768,12,0.0123,149
Brown and Tarjan's,4096,32768,13,0.0108,146
Brown and Tarjan's,4096,32768,14,0.0113,154
Brown and Tarjan's,4096,32768,15,0.0103,152
Brown and Tarjan's,4096,32768,16,0.0129,145
Brown and Tarjan's,4096,32768,17,0.0126,157
Brown and Tarjan's,4096,32768,18,0.0137,151
Brown and Tarjan's,4096,32768,19,0.0114,146
Brown and Tarjan's,4096,32768,20,0.0112,134
Brown and Tarjan's,4096,65536,1,0.0267,309
Brown and Tarjan's,4096,65536,2,0.0347,316
Brown and Tarjan's,4096,65536,3,0.0471,314
Brown and Tarjan's,4096,65536,4,0.0251,310
Brown and Tarjan's,4096,65536,5,0.0242,301
Brown and Tarjan's,4096,65536,6,0.0362,319
Brown and Tarjan's,4096,65536,7,0.0277,297
Brown and Tarjan's,4096,65536,8,0.0247,321
Brown and Tarjan's,4096,65536,9,0.0267,296
Brown and Tarjan's,4096,65536,10,0.0211,313
Brown and Tarjan's,4096,65536,11,0.0244,298
Brown and Tarjan's,4096,65536,12,0.03,326
Brown and Tarjan's,4096,65536,13,0.0213,314
Brown and Tarjan's,4096,65536,14,0.0208,317
Brown and Tarjan's,4096,65536,15,0.0266,315
Brown and Tarjan's,4096,65536,16,0.0222,318
Brown and Tarjan's,4096,65536,17,0.0217,313
Brown and Tarjan's,4096,65536,18,0.0242,318
Brown and Tarjan's,4096,65536,19,0.026,301
Brown and Tarjan's,4096,65536,20,0.027,315
Brown and Tarjan's,4096,131072,1,0.0602,645
Brown and Tarjan's,4096,131072,2,0.0651,638
Brown and Tarjan's,4096,131072,3,0.0467,609
Brown and Tarjan's,4096,131072,4,0.0823,634
Brown and Tarjan's,4096,131072,5,0.0573,604
Brown and Tarjan's,4096,131072,6,0.0543,642
Brown and Tarjan's,4096,131072,7,0.0537,647
Brown and Tarjan's,4096,131072,8,0.0577,621
Brown and Tarjan's,4096,131072,9,0.0572,620
Brown and Tarjan's,4096,131072,10,0.059,630
Brown and Tarjan's,4096,131072,11,0.0567,638
Brown and Tarjan's,4096,131072,12,0.0595,614
Brown and Tarjan's,4096,131072,13,0.0522,619
Brown and Tarjan's,4096,131072,14,0.0619,640
Brown and Tarjan's,4096,131072,15,0.0508,625
Brown and Tarjan's,4096,131072,16,0.0613,628
Brown and Tarjan's,4096,131072,17,0.0567,654
Brown and Tarjan's,4096,131072,18,0.0826,650
Brown and Tarjan's,4096,131072,19,0.0743,625
Brown and Tarjan's,4096,131072,20,0.0592,642
Brown and Tarjan's,4096,262144,1,0.119,1283
Brown and Tarjan's,4096,262144,2,0.1332,1270
Brown and Tarjan's,4096,262144,3,0.1216,1262
Brown and Tarjan's,4096,262144,4,0.1322,1269
Brown and Tarjan's,4096,262144,5,0.125,1260
Brown and Tarjan's,4096,262144,6,0.1157,1308
Brown and Tarjan's,4096,262144,7,0.1092,1299
Brown and Tarjan's,4096,262144,8,0.1153,1295
Brown and Tarjan's,4096,262144,9,0.1166,1281
Brown and Tarjan's,4096,262144,10,0.0992,1282
Brown and Tarjan's,4096,262144,11,0.0993,1239
Brown and Tarjan's,4096,262144,12,0.1041,1258
Brown and Tarjan's,4096,262144,13,0.1138,1260
Brown and Tarjan's,4096,262144,14,0.1177,1274
Brown and Tarjan's,4096,262144,15,0.1222,1276
Brown and Tarjan's,4096,262144,16,0.1131,1290
Brown and Tarjan's,4096,262144,17,0.1128,1286
Brown and Tarjan's,4096,262144,18,0.1151,1264
Brown and Tarjan's,4096,262144,19,0.1056,1248
Brown and Tarjan's,4096,262144,20,0.1123,1269
Brown and Tarjan's,4096,524288,1,0.2461,2546
Brown and Tarjan's,4096,524288,2,0.2603,2536
Brown and Tarjan's,4096,524288,3,0.2456,2505
Brown and Tarjan's,4096,524288,4,0.2423,2605
Brown and Tarjan's,4096,524288,5,0.2475,2580
Brown and Tarjan's,4096,524288,6,0.237,2602
Brown and Tarjan's,4096,524288,7,0.2399,2580
Brown and Tarjan's,4096,524288,8,0.3049,2599
Brown and Tarjan's,4096,524288,9,0.3389,2501
Brown and Tarjan's,4096,524288,10,0.2443,2594
Brown and Tarjan's,4096,524288,11,0.2454,2586
Brown and Tarjan's,4096,524288,12,0.2264,2530
Brown and Tarjan's,4096,524288,13,0.2353,2562
Brown and Tarjan's,4096,524288,14,0.2423,2541
Brown and Tarjan's,4096,524288,15,0.249,2548
Brown and Tarjan's,4096,524288,16,0.2389,2570
Brown and Tarjan's,4096,524288,17,0.2263,2578
Brown and Tarjan's,4096,524288,18,0.224,2542
Brown and Tarjan's,4096,524288,19,0.2247,2482
Brown and Tarjan's,4096,524288,20,0.2332,2537
Brown and Tarjan's,4096,1048576,1,0.4967,5188
Brown and Tarjan's,4096,1048576,2,0.5092,5141
Brown and Tarjan's,4096,1048576,3,0.5107,5124
Brown and Tarjan's,4096,1048576,4,0.4641,5117
Brown and Tarjan's,4096,1048576,5,0.642,5128
Brown and Tarjan's,4096,1048576,6,0.5036,5134
Brown and Tarjan's,4096,1048576,7,0.5271,5140
Brown and Tarjan's,4096,1048576,8,0.5016,5159
Brown and Tarjan's,4096,1048576,9,0.4895,5122
Brown and Tarjan's,4096,1048576,10,0.4995,5105
Brown and Tarjan's,4096,1048576,11,0.5096,5108
Brown and Tarjan's,4096,1048576,12,0.519,5176
Brown and Tarjan's,4096,1048576,13,0.5572,5126
Brown and Tarjan's,4096,1048576,14,0.5165,5241
Brown and Tarjan's,4096,1048576,15,0.4609,5145
Brown and Tarjan's,4096,1048576,16,0.5161,5079
Brown and Tarjan's,4096,1048576,17,0.5049,5175
Brown and Tarjan's,4096,1048576,18,0.5001,5088
Brown and Tarjan's,4096,1048576,19,0.4834,5147
Brown and Tarjan's,4096,1048576,20,0.5141,5180
